===============================================================================
  MT PARAMETERS
 STREAMID= 0
   PERIOD= 2^19937 - 1
       NN=     624 MM=     397 WW= 32 RR= 31
     AVEC= 0x9908B0DF WMASK= 0xFFFFFFFF UMASK= 0x80000000 LMASK= 0x7FFFFFFF
      MAG= 0x00000000 0x9908B0DF
@ 3FE10457B8781BD7 0.5317801096833773
@ 3FED5469E5251B91 0.9165544009673444
@ 3FE2DBC6AAF6737D 0.5893281306376675
@ 3FE579CB96FEAA07 0.6711175870053133
@ 3FEC3B29D7A9D38D 0.8822221004653429
@ 3FEA8BDC135520C5 0.8295727136219503
@ 3FDFD22E85DC80A2 0.4972034747352244
@ 3FD9DC0E8AA5CD16 0.4040562013608037
@ 3F901046353F3CE0 0.0156870813369182
@ 3FE7D63E61C36EFF 0.7449027928773545
@ 3FED3A80415018EF 0.9133912349359700
@ 3FD030E7467D39AA 0.2529848278399195
@ 3FEA1E75825287CF 0.8162181420668676
@ 3FC2FA66A4D7165C 0.1482666306384769
@ 3FDA2FCC19E47A9E 0.4091673138481527
@ 3FD9AA0FAD4E2F72 0.4010047142444285
@ 3FE087430218543F 0.5165114441794073
@ 3FD8027C60C94A3E 0.3751517243555645
@ 3FE9E3627449173B 0.8090069075776464
@ 3FA2AEFDBF6064B0 0.0364913269151627
@ 3FDDE970899E441E 0.4673730224540708
@ 3FEB164A07EAA6FF 0.8464708475705435
@ 3FD294A33C95E9DA 0.2903221217781301
@ 3FEBE4CC37FADA07 0.8716794103009428
@ 3FE0262F38598A45 0.5046611881810540
@ 3FE3EFB10CE79D95 0.6230092289014687
@ 3FE9E2289E29988D 0.8088572587119117
@ 3FD3618DE8A88D0A 0.3028292438559254
@ 3FC970FC537467DC 0.1987605483525944
@ total sum of double3 5.0334801139931039E+02
@ double4
@ 3FDEC557D6A9ADEC 0.4807948681179528
@ 3FE16A65BDB1C42A 0.5442379670113315
@ 3FED188A41B3C67B 0.9092456134078043
@ 3FDDA5D48F0F69C2 0.4632464787552203
@ 3FDB955C56D34E80 0.4309912536529978
@ 3FD4DF5B74F00B1A 0.3261326448411396
@ 3FE1E749C72B7319 0.5594834222825710
@ 3FE8E9475018FFCE 0.7784763874442377
@ 3FE30D9FFE725363 0.5954132051143514
@ 3FC6291D404EFDB4 0.1731297077185282
@ 3FCAC67046691430 0.2091808646966071
@ 3FDF86DF1F94E2B4 0.4926069076932820
@ 3FDAABBD6C91383E 0.4167321739413444
@ 3FC0AF3E0108205C 0.1303479676282703
@ 3FDE1611184A47FA 0.4700968491753198
@ 3FE823EA5F429936 0.7543842182683764
@ 3FE0DAE14B6D1B96 0.5267187569778453
@ 3FEB9B1598447E67 0.8626811956382426
@ 3FDBF5542DE9C5D6 0.4368486832018709
@ 3FE49A8E33179994 0.6438666341680794
@ 3FE8DEE869E5A697 0.7772104328443729
@ 3FEE2A28E0E2E6CD 0.9426464454947677
@ 3FE137D191D799D0 0.5380637978058136
@ 3F7BE931C0D57400 0.0068141883360484
@ 3FE4E1E3A4BAFBC7 0.6525743691817006
@ 3FB8FEB16592CA70 0.0976363060934007
@ 3FE24D0DB8B70D51 0.5719059570041428
@ 3FD0BAFBD80BC43A 0.2614125833343369
@ 3FEA01FD3E0D4B29 0.8127428256942483
@ 3FDD279A2E1F1E72 0.4555421305089801
@ 3FC6DEA858F8A1F0 0.1786699709348478
@ 3FE625C145113346 0.6921087597816971
@ 3FEFF3DB34F0F1BD 0.9985176118857947
@ 3FDDED43666D91AA 0.4676064014695621
@ 3FDA60D4FB70549A 0.4121601539093916
@ 3FEC148B46035B65 0.8775078170245761
@ 3FE12EFA74C6598E 0.5369846611745730
@ 3FCBB1447BE8B3AC 0.2163472752594350
@ 3FEBB14997AD136F 0.8653915369437594
@ 3FCC7B267C869F04 0.2225082500492520
@ 3FECD8D12E9E724D 0.9014669333005912
@ 3FC3B6E738AB2C64 0.1540192629530309
@ 3FE4D168E8966BED 0.6505627196050888
@ 3FDC7D9C7A356FEE 0.4451667016453474
@ 3FE805BBBC5D566D 0.7506998709674925
@ 3FE19BA491ECE21C 0.5502493715385444
@ 3FA97C6A1C1CC110 0.0497773322407530
@ 3FEAAF4DDFF227E7 0.8338994382804658
@ 3FD4FD4FBE070C68 0.3279609065759304
@ 3FEAACC3127C6F12 0.8335891114288378
@ 3FE190D007967EF7 0.5489273212624245
@ 3FD375C93105FE64 0.3040640810722606
@ 3FDFD6951A28046C 0.4974720721657551
@ 3FCFDFDEA67213F0 0.2490194618914354
@ 3FE5B8DDCEC477C2 0.6788167036463550
@ 3FE22DCEE47CE3ED 0.5680918181088807
@ 3FE76CB3811AEBEC 0.7320191880784228
@ 3FE1C6B6E0FF425C 0.5555071253275616
@ 3FD20E416A2193EA 0.2821200882374898
@ 3FD12CCC26EE1922 0.2683592205215907
@ 3FEB2249A399B56C 0.8479355044670860
@ 3FE496A445844F1E 0.6433888776541357
@ 3FC8BBD08A0057A0 0.1932316469034818
@ 3FE258455A788C1F 0.5732752577790768
@ 3FD311E3D9A68BD2 0.2979669213765962
@ 3FE41D6B8DDAF74D 0.6285913248645812
@ 3F6C3F8843CC3B00 0.0034482633040008
@ 3FE9CCFFE3A35E09 0.8062743612344444
@ 3FE2B89303B9C917 0.5850310395019588
@ 3FE4F367490658D8 0.6547123361840717
@ 3FB53B9BBAB4F938 0.0829408007457219
@ 3FEB24019E6F0CCF 0.8481453031930871
@ 3FC3CB56368F8AE0 0.1546428457650881
@ 3FEC1983488A1235 0.8781143585952750
@ 3FCF0BA9C0CAC08C 0.2425434295050802
@ 3FDBBA1557F73D90 0.4332326277771807
@ 3FD05CBA5D7D18B6 0.2556596672988108
@ 3FE3A81B0841338C 0.6142707024788350
@ 3FE353874646CF48 0.6039463398542262
@ 3FD9EADE6DDC50DC 0.4049602578027256
@ 3FEAA20F7D33FC02 0.8322827763912530
@ 3FC3922A6EE28298 0.1528981248311723
@ 3FD836F091A1325E 0.3783532545246880
@ 3FE35895BA96F0BA 0.6045635837868055
@ 3FEAFA611044817C 0.8430638616301134
@ 3F9058D3FF151CE0 0.0159638523521409
@ 3FDDCC49F9E020CE 0.4655938091459689
@ 3FE0790323DAD7D4 0.5147720051088478
@ 3FE70C66AA29FA3C 0.7202637980952384
@ 3FE920AF7576E6D3 0.7852399152972914
@ 3F8291BF334B13C0 0.0090670526054825
@ 3FE7D9837DF028CE 0.7453019580582578
@ 3F5F5F7DA4A29800 0.0019148566230256
@ 3FE582E3A5CFEF00 0.6722276915092777
@ 3FD621DECEDCD184 0.3458172817365937
@ 3FBE800B828EB870 0.1191413110488797
@ 3FE3E7F144CBBD07 0.6220632880848890
@ 3FDDD93740E88C5A 0.4663828023787510
@ 3FE33EDBAC865511 0.6014231080650082
@ 3FDE3DB207C24C04 0.4725155902644362
@ 3FDE50848890A632 0.4736644109385423
@ 3FE24D5645A95B02 0.5719405518128442
@ 3FEA5B187C666726 0.8236200742423747
@ 3FC1AAE0DEBACA00 0.1380272948786825
@ 3FECFC2EE41CBF24 0.9057840781515307
@ 3FE852790CD73A37 0.7600674868388698
@ 3FD70BAAE8225F1A 0.3600871340690773
@ 3FE7C50CBC72414C 0.7428039246170015
@ 3FE55F0B2ED0F5F3 0.6678520120983066
@ 3FDF77728EE580B8 0.4916654963944995
@ 3FDD4DB8B8C7635E 0.4578687481385283
@ 3FE7B6FEB64E93BC 0.7410882530863243
@ 3FDB0C650E5E3572 0.4226315155327348
@ 3FE56BE55BFEB87B 0.6694208905007736
@ 3FE6200B7C655A5F 0.6914117269141790
@ 3FECF3C6EACB5EB9 0.9047579370335007
@ 3FE655FAA98B0BCA 0.6979955016507742
@ 3FE4F228AD2FF2DE 0.6545604116978117
@ 3FE7A46CCA2AB24F 0.7388214062280641
@ 3FB0BA5A5E6DF0F8 0.0653435211697263
@ 3FAFE40260444CE0 0.0622864477647000
@ 3FD6E4AB2E47F892 0.3577068283046937
@ 3FD2CFCEF526F56E 0.2939336198868067
@ 3F92DE289B520260 0.0184255928802507
@ 3FBEC3B77C4B60F0 0.1201739004567377
@ 3FE4359A96E0DF8D 0.6315434405178039
@ 3FB4A7998ED53758 0.0806823705399585
@ 3FE93A788BC63D41 0.7883875589340407
@ 3FC4F7BCEF559FB8 0.1638103645921072
@ 3FE27FF24528229C 0.5781184530943224
@ 3FE159C33D9F18C5 0.5422073558372850
@ 3FDF764363D06D3E 0.4915932154414867
@ 3FCB7DE4E8F3B79C 0.2147794854603803
@ 3FE547F3539D20EE 0.6650330193597520
@ 3FEB0D57D1A3C54E 0.8453787893796887
@ 3FEA33084504FC61 0.8187295291935578
@ 3FED55FF91A48EA6 0.9167478413186998
@ 3FDEA8FE70A8E002 0.4790645694915839
@ 3FE413A407E8E29C 0.6273975519644241
@ 3FCA370C803919B0 0.2048049570168593
@ 3FCF0BF8E293D230 0.2425528627715194
@ 3FEDF35E3531B53C 0.9359580077122369
@ 3FDD4C40BF9C0954 0.4577791091143315
@ 3FD287D434265E6C 0.2895403394008784
@ 3FDFDC2F97DE3750 0.4978140814863439
@ 3FE89357A5EB4B91 0.7679861298187111
@ 3FEEAA663CE49AFF 0.9583007039371693
@ 3FD23B9ECB7A14A0 0.2848889338568572
@ 3FD67A7EF0F3ECF4 0.3512265542082809
@ 3FD236AE5ECBE2CA 0.2845874715563182
@ 3FECEF927C18E8C8 0.9042446540618352
@ 3FCC14BAB9D3A874 0.2193826110226983
@ 3FD5AE68DA56E460 0.3387701160641594
@ 3FE3E56925FC248E 0.6217542402165621
@ 3FE8FF96C3923C86 0.7811998195410446
@ 3FECEB2B1483682C 0.9037070656443169
@ 3FDD0DA9B05AE03C 0.4539589140144960
@ 3FC929FE95482A6C 0.1965940693774714
@ 3FEAD8E039FDEA01 0.8389741070416791
@ 3FC567C49CE16070 0.1672292486207456
@ 3FE335CCDA6335A3 0.6003174081212602
@ 3FBE2FEB9B8E68D8 0.1179187063957302
@ 3F936D67142A9420 0.0189720254953906
@ 3FBA58E6DCDF4140 0.1029190339315891
@ 3FCAA2D165674A04 0.2080938096174380
@ 3FD3A5B5542B4E32 0.3069890329327080
@ 3FE3C3835928440B 0.6176163426736151
@ 3FE6C1294B95B87C 0.7110792614237336
@ 3FE3D83C7EE72308 0.6201460341045228
@ 3FED6D49D4891A8C 0.9195908690533812
@ 3FE0408A110BFF5F 0.5078783352800932
@ 3FCBF334810640FC 0.2183595304491134
@ 3FEA3292BEF76D7B 0.8186734895529492
@ 3FB0EAC6C077CDB0 0.0660824031727347
@ 3FD53374B33F39CA 0.3312656164606805
@ 3FD105E12DA034BE 0.2659838624538898
@ 3FD75CEF07F2EA90 0.3650472238183875
@ 3FCF72E00B2EF728 0.2456932119948132
@ 3FD7B9C3BE1A426A 0.3707131725759952
@ 3F92CE57410455E0 0.0183652528222263
@ 3FE9FD03188DFF5A 0.8121352653106257
@ 3FD10806852D09D0 0.2661148357912255
@ 3FD0A39F2171E59A 0.2599866701708266
@ 3FE58933BA3B9F2D 0.6729982983933717
@ 3FB7996E7A2C15F8 0.0921849296829221
@ 3FE1F35EA1AC9655 0.5609582097719775
@ 3FB51656B1F4F840 0.0823721107926483
@ 3FBC53D68BC543E8 0.1106542674290406
@ 3FD00669DAFBA158 0.2503914488320524
@ 3FCC599F5965BC50 0.2214850603590741
@ 3FE22894032B1099 0.5674533903006874
@ 3FE313BE2200320E 0.5961599983289163
@ 3FDD1CB56570B096 0.4548772326113605
@ 3FC3B79E5CAF0CD4 0.1540410950238768
@ 3FECD62729840523 0.9011417208531934
@ 3FD1D259CDF8244A 0.2784637938899023
@ 3FD48552739710D6 0.3206373337564065
@ 3FE7DA8866E13008 0.7454263696067764
@ 3FDD1D71A97813C6 0.4549221186610420
@ 3FDA830DA495BE8E 0.4142488581919473
@ 3FE0892B754835A0 0.5167443552651783
@ 3FE9D55A7A7B0095 0.8072941200444058
@ 3FD27DE46E60274C 0.2889338567625728
@ 3FD5B22E28487B18 0.3390002625837254
@ 3FA84B853C2D7150 0.0474511753043055
@ 3FEEF024CE9E65F8 0.9668144259950955
@ 3FEDF224E0695C58 0.9358085997618089
@ 3FDA0FE941B1FB42 0.4072211400561409
@ 3FEEF7B2E7B339B3 0.9677366757767260
@ 3FE2697979965034 0.5753753065823788
@ 3FDD6294CD42F9B0 0.4591419224269897
@ 3FEC26D2479C6F61 0.8797389410642432
@ 3FEC066C66644992 0.8757841110075779
@ 3FE02EA82F433B2D 0.5056954310510712
@ 3FE215F432AA58B2 0.5651799192007927
@ 3F977E54BFE821A0 0.0229428522234528
@ 3FEEF2D8A8517D0B 0.9671443259684634
@ 3FEBC31FF164F2E3 0.8675689425213843
@ 3FB346EE7A5C2F50 0.0753010796290117
@ 3FD1AC1F73FD5C7E 0.2761305458747713
@ 3FEB6D927A5559B1 0.8571255101513114
@ 3FBAC1A19E39D2C8 0.1045170794767031
@ 3FDE679E6DB24564 0.4750743933919550
@ 3FE70A8977E3197A 0.7200362531228131
@ 3FEFB2423DA7D3DA 0.9905101017199016
@ 3FE320AF703BF030 0.5977399055550503
@ 3FEAD9C33086338E 0.8390823314417604
@ 3FEAA3E615EE17AB 0.8325071743317854
@ 3FDCDEA91547AB6A 0.4510901172458747
@ 3FE445ACBCB9E31A 0.6335052190835058
@ 3FE47998108DACBA 0.6398430178936885
@ 3FEC41CDF3E37B3D 0.8830327762078479
@ 3FE9E78CB4FF71F6 0.8095153365243835
@ 3FBDCF5980A664A8 0.1164451541029786
@ 3FE75491CE4882A4 0.7290734318704222
@ 3FC66F15963DE210 0.1752650245287133
@ 3FE576C81ED8DA36 0.6707497217638039
@ 3FCC0CD18D2C222C 0.2191411914175360
@ 3FC5838E12CFF92C 0.1680772392136957
@ 3F7DEEAF04D86680 0.0073077046086155
@ 3FE2F592961475AA 0.5924771243332334
@ 3FC5F6D4843DEB34 0.1715951581680543
@ 3FE686496C6E97DE 0.7038924329578966
@ 3FC41B5041BD3F40 0.1570835419647612
@ 3FAE93B21DEAD410 0.0597205792923107
@ 3FECE2221A387111 0.9026041519278200
@ 3FE51CA24B6128E0 0.6597453567749447
@ 3F92E037699705C0 0.0184334428975086
@ 3FD480F210483552 0.3203702124599960
@ 3FE7EE394135732A 0.7478300355538512
@ 3FC82D68FB79A2F0 0.1888858058839769
@ 3FED62A2B97E9A4D 0.9182904837551377
@ 3FD16C6E3ACEB09E 0.2722430776873440
@ 3FE993612D5F975C 0.7992406736563953
@ 3FE6A26B07CEB5A7 0.7073264267434539
@ 3FDFF292803DB48A 0.4991804363588207
@ 3FEC102E3A0A41BF 0.8769751676173242
@ 3FAE0F017F940340 0.0587082355723454
@ 3FE0181CD12FA549 0.5029434285799336
@ 3FCC328CF90D5A44 0.2202926841807359
@ 3FE486492DEDBF6E 0.6413923165364233
@ 3FE7EDAE8380FDEC 0.7477638786730814
@ 3FE5A074DD71FFA7 0.6758369755843788
@ 3FE396416C3EE802 0.6120917429136628
@ 3FB0C58B559C1398 0.0655142864234918
@ 3FC183BF46477860 0.1368331044349729
@ 3FDAC46B1FDEE3E4 0.4182384310948335
@ 3FDA2FC4DF917AE8 0.4091655905994416
@ 3FC61ABD2D0FFFCC 0.1726910085708354
@ 3FD0DF5C9C56A5CC 0.2636329199545713
@ 3FEAABA8EDE26FDB 0.8334545751745240
@ 3FC595675BD66150 0.1686219404625811
@ 3FD3AAD5001F0E94 0.3073017598328331
@ 3FDC729E339F41AE 0.4444957260248213
@ 3FB7F89922FB6B18 0.0936370573430562
@ 3FE6B8A0F1F306B8 0.7100376821110421
@ 3FED87A3C98A6B93 0.9228075920431017
@ 3FBF081A38C865E8 0.1212173832540412
@ 3FD251E9D4348606 0.2862495968166460
@ 3FED98AD2872F641 0.9248872556706332
@ 3FC78555304FFB70 0.1837564931774653
@ 3FE06178372C7143 0.5118981435403288
@ 3FD99569EABF62DC 0.3997444908577970
@ 3FD7115A60EF6C70 0.3604341456063542
@ 3FE31DDA8C22EEBB 0.5973942505874769
@ 3FE10BDC07FCD183 0.5326976924903167
@ 3FE056EFD12A86B9 0.5106124005580660
@ 3FCB44BB20A2ACF4 0.2130350026467124
@ 3FC41D6F719ABB14 0.1571482948979442
@ 3FE344E7E032DB31 0.6021613482360860
@ 3FECB45066B23B95 0.8970109945092754
@ 3FB49C8FE83EBA00 0.0805139486317117
@ 3FE4EE58187255AE 0.6540947415802998
@ 3FE7B88E4F8785B6 0.7412787965114862
@ 3FD42821DFC5DF8E 0.3149494824679032
@ 3FD8EDCA7354BE6C 0.3895135999946209
@ 3FEB2BD5E7853F4A 0.8491010209927279
@ 3FBC2E381E21DFC0 0.1100802491727100
@ 3FD01FCF893ACD3C 0.2519415702947361
@ 3FDB1065B9ACD194 0.4228758156998762
@ 3FB9A8A9E7ABCBE0 0.1002298536875936
@ 3FED09C2B069003E 0.9074414678107201
@ 3FD0E7A1AF5B3486 0.2641376697982384
@ 3FC0E4D9360CCAF0 0.1319839013973119
@ 3FED64CED77F450A 0.9185556610993058
@ 3FE065B102F6FC82 0.5124135072618545
@ 3FE814C171E46C6E 0.7525336479624352
@ 3FB62663F8893460 0.0865232927109942
@ 3FE135BAB86B6630 0.5378087617820650
@ 3FE61EDF6B99DDC0 0.6912686444838343
@ 3FE51A4A30491D30 0.6594592040136487
@ 3FE6C07440A85C14 0.7109929335446190
@ 3FD11DED9713A0FC 0.2674516654356152
@ 3FEC189E30108E0A 0.8780051172984156
@ 3F9EC7A494AE76A0 0.0300584522006974
@ 3FCA5D47094F4C74 0.2059716029603781
@ 3FE0724C7FA4DEBF 0.5139524930045453
@ 3FD0AAB8B0BA2260 0.2604200101709804
@ 3FE6F8094CA9C9D8 0.7177778718308288
@ 3FEC38F7208BBF97 0.8819537768995244
@ 3FD010757B75E0CE 0.2510045724552697
@ 3FA9C08CED9AD320 0.0502971687359717
@ 3FC28ADFE0822360 0.1448631139976682
@ 3FEC9C7DA3F3994A 0.8941028787783492
@ 3FDD268481AC2CE6 0.4554759279569239
@ 3FC0F6B0E13D15BC 0.1325284099386134
@ 3FDE1650B498C1CE 0.4701120151176185
@ 3FE6482BC129D27E 0.6963099262926133
@ 3FA1D798F0096010 0.0348480027211623
@ 3FDDB68FD0AB8E46 0.4642676866335232
@ 3FA53325A7B47FE0 0.0414058463304625
@ 3FC8BC145D9CB9D0 0.1932397324648734
@ 3FE95958239551E8 0.7921562857614477
@ 3FCB4FF73B472234 0.2133778609698013
@ 3FD2116A424D032A 0.2823129317730940
@ 3FDB2EAD7BD30E72 0.4247239789221801
@ 3FE74D1948EA2615 0.7281614708055623
@ 3FE96330E7619166 0.7933582801020236
@ 3FC76A6E2CC3EF04 0.1829354971485985
@ 3FACDDE3F527AFF0 0.0563803898583898
@ 3FCA3559B80396B4 0.2047531269555997
@ 3FEE9FBD52DE5236 0.9569994562649018
@ 3FDFAF79A7EF5A6C 0.4950851573934532
@ 3FE70C8ECACF959C 0.7202829323911604
@ 3FE3A67F14BA1C24 0.6140742688011227
@ 3FD517F09F222B74 0.3295861772573325
@ 3FE3B3609BCD559A 0.6156466525086899
@ 3FD4AC304FA46EC8 0.3230095651394831
@ 3FDD3F7FD6103072 0.4570006933652230
@ 3FE400834990103B 0.6250626026890197
@ 3FBBEB66A783D048 0.1090606841060558
@ 3FD2A30028E16A70 0.2911987685417108
@ 3FE28E833160CECD 0.5798965420167065
@ 3FD39C109FEAEE06 0.3064004480072245
@ 3FD03E41B2AFB824 0.2537998433098230
@ 3FE857111C3CD4BF 0.7606282760158577
@ 3FEB3B2433D0CEE1 0.8509694110893770
@ 3FD9296D460A7668 0.3931534942620147
@ 3FBA8CFE8FB9ECF8 0.1037139035124034
@ 3FD395D5FCC44DD6 0.3060202568460374
@ 3FE085456330E533 0.5162684380840460
@ 3FE1448D8AECE760 0.5396182740580393
@ 3FE32BF3BAD7FC2D 0.5991152428904393
@ 3FE7B5B9B01C69C8 0.7409332694690471
@ 3FD52F502A80817C 0.3310127654131276
@ 3FCF90C834EED784 0.2466058977567479
@ 3FE58CA40F56DA6D 0.6734180736155629
@ 3FECE4AFBC5B9968 0.9029158285964458
@ 3FE38836695F3D2C 0.6103775079772382
@ 3FEA05ED823E8DA2 0.8132236045679984
@ 3FDFE7DFD37F4410 0.4985274854089434
@ 3FB07E06E4DA8848 0.0644230183338844
@ 3FD963574A45A6A8 0.3966882920563912
@ 3FC45660477713E8 0.1588859890890995
@ 3FDE80BAF56AD2F8 0.4766070744183675
@ 3FEC8E7A72AA76C8 0.8923923720901366
@ 3FD5027C60669CA8 0.3282767239965758
@ 3FE6665B2F5859A1 0.6999946522435502
@ 3FE304BAA949DAC7 0.5943272882858189
@ 3FD21B99EF667260 0.2829346502201471
@ 3FD0B99473BE0890 0.2613268976493908
@ 3FE5522502F2BA64 0.6662774140912231
@ 3FE837BF49C829ED 0.7568050805141958
@ 3FEF6F2CD5EA2D3C 0.9823211839697374
@ 3FC691FCAB24A008 0.1763301692637926
@ 3FEB5F26F91EDBA8 0.8553652635226756
@ 3FE99B69A56455E5 0.8002212744055980
@ 3FB5A5CADCD48A38 0.0845610417496027
@ 3FBB8674BA78E290 0.1075203852896129
@ 3FEBBE01C6DA404C 0.8669442066038839
@ 3F9039DF9D6841E0 0.0158457698653950
@ 3FD8ACDB130BCCA0 0.3855502782818778
@ 3FE31C61E03E34A9 0.5972146396394652
@ 3FAD2E989AE1E2D0 0.0569961251321210
@ 3FEC89CD06384469 0.8918213960152005
@ 3FE8929B350182A8 0.7678962741157038
@ 3FE351CA0657F373 0.6037340282342555
@ 3FC25658FADB4594 0.1432601189504054
@ 3FD11161F0B43A20 0.2666859484315030
@ 3FD184C490D8FA0E 0.2737285055663116
@ 3FC211193C77B53C 0.1411468072177885
@ 3FC576C5320D57E8 0.1676870817561273
@ 3FE8F3723847341A 0.7797175501997373
@ 3FEE7E3C1CB7F650 0.9529095230970572
@ 3FC5FCA1FB649F54 0.1717722394471318
@ 3FD19A50E593311A 0.2750437013571784
@ 3FD85B13B6444C0E 0.3805588989209249
@ 3FD7A9146EB5D648 0.3696948128848345
@ 3FEF811BEA1741C2 0.9845103809439524
@ 3FC5D889578CE8EC 0.1706706693165140
@ 3FB6D0B1B4CDAC08 0.0891219202436987
@ 3FD915F5FAC07F14 0.3919653843640714
@ 3FEA02867E95D7CD 0.8128082725877391
@ 3FD9DF26E747D2FE 0.4042451151465655
@ 3FE02CB9CE5C2A1F 0.5054596929997536
@ 3F91BC988885F2C0 0.0173209985091372
@ 3FEC409ACFE97227 0.8828863201884517
@ 3FA7D202187E79D0 0.0465241103076895
@ 3FE279163EF88580 0.5772811155222115
@ 3FE41BB20C9DAD3E 0.6283807989506511
@ 3FE8F43DB2F7DC4D 0.7798145766709098
@ 3FE44DC7709BA8A3 0.6344945144058055
@ 3FC5A4E43E17B034 0.1690945914446061
@ 3FCC0B14F07A3120 0.2190881895261407
@ 3FE737E07BDAB49B 0.7255709094075827
@ 3FEE5A09F52A740D 0.9484910763163740
@ 3FCC886894168C30 0.2229128573499977
@ 3FE3218EA5EED51B 0.5978463402631492
@ 3FEED62EC5410F17 0.9636453487987379
@ 3FD6A3BDE2B692B2 0.3537440027232989
@ 3FCEAF21617ACD4C 0.2397195554709505
@ 3FE3D0BAAC0E6E50 0.6192296371913901
@ 3FC972B9433AA214 0.1988135889307762
@ 3FEBBAAB4C367419 0.8665367592362855
@ 3FE0823081587CD4 0.5158922697336501
@ 3FDDDD3428A79CDA 0.4666262051600377
@ 3FE43FC38C289171 0.6327836739988425
@ 3FE250DF6D5C10F4 0.5723721633844705
@ 3FBDA2C9661F6ED8 0.1157651781390386
@ 3FE7C9987FB075CC 0.7433588499003974
@ 3FED411AAE1DE1E6 0.9141972923962924
@ 3FDAF37B742A8320 0.4211109766420567
@ 3FE1AEEA701F6E89 0.5526020231149725
@ 3FD1E7556F30BDC0 0.2797444902270989
@ 3FE7FB3452B95F8B 0.7494145980553965
@ 3FEA49AF506899D6 0.8214947290878694
@ 3FE794F4FBD060C7 0.7369332235566838
@ 3FEC6DA9EAB1DD2E 0.8883866866953321
@ 3FE531C18E9A3873 0.6623237405017462
@ 3FD60EEB568B1DA6 0.3446606011534307
@ 3FE10F5DB7058E7F 0.5331257414477050
@ 3FBA03B4736C5FD8 0.1016190320773370
@ 3FD04397BD16EDF8 0.2541255327775782
@ 3FEE389020136A76 0.9444046617966950
@ 3FDB1178BF898CF6 0.4229413862687602
@ 3FE94A9699493C61 0.7903550142162993
@ 3FEC6E8E0B96131F 0.8884954668324986
@ 3FB48A03F38CF6D8 0.0802309484106120
@ 3FDEE3B43B0F03F8 0.4826479508156463
@ 3FE83263683AB2AC 0.7561509166458413
@ 3FD46F388A2D5F82 0.3192883824717613
@ 3F9CE93D4FFE5440 0.0282334880899564
@ 3FE7389B103F3B15 0.7256598775219084
@ 3FDAA95D3D215D9E 0.4165871712661672
@ 3FC047547F8E4634 0.1271768210249761
@ 3FD0E1092CD2388E 0.2637350976664344
@ 3FD6EF30B0E20580 0.3583490111705814
@ 3FE4829BCB3FA4F1 0.6409434289645600
@ 3FE9AFF12D7C3FFB 0.8027273071656958
@ 3FE49DFB0768F10C 0.6442847389912756
@ 3FBD5B55BA51C108 0.1146749095803480
@ 3FEF92E8894DDFD5 0.9866831475946990
@ 3FEC09DBF279FE16 0.8762035117978850
@ 3FE1B08AD860A222 0.5528005815622843
@ 3FE8B2586D12F4BE 0.7717706804611664
@ 3FE471E7B84B83A2 0.6389044379721904
@ 3FDC024C70851D6E 0.4376402949169095
@ 3FE463FCFAECD492 0.6372055912858221
@ 3FE1E06B8A1F05B3 0.5586450288466750
@ 3FED371CECB6D79F 0.9129776595425375
@ 3FA63EB6E52114B0 0.0434472231577642
@ 3FE52EBEDCED118A 0.6619562449418919
@ 3FE521E6CD9C9E40 0.6603883758406894
@ 3FEB3C9E034D0E15 0.8511495651695805
@ 3FCD59CAD3895948 0.2293027432339818
@ 3FE9EF035BCCDB4D 0.8104264061902114
@ 3FE0B531D7FBED1C 0.5221184938849635
@ 3FEE0EAB428611A2 0.9392906474391121
@ 3FE23FF944373DDD 0.5703092892016987
@ 3FDBA343E1C77FB8 0.4318399147869019
@ 3FBC9CC22A36BE58 0.1117669442235124
@ 3FE98F50C0FA1185 0.7987445611075122
@ 3FD463D9CA4FA9B8 0.3185944057173873
@ 3FEAE5A1391CF63D 0.8405309787264695
@ 3FDE5657F02FD148 0.4740199895452588
@ 3FC2EDB9A1F00DC8 0.1478797951423145
@ 3FC814A568976CC8 0.1881300697994901
@ 3FDDF6B1887C658E 0.4681819756384237
@ 3FD4CDC032D27B00 0.3250580307302897
@ 3FE0E9E79DDA8082 0.5285528262211445
@ 3FE9C6277247351D 0.8054387313838195
@ 3FE647C0953A008A 0.6962588228780231
@ 3FDD514ABCFEC3E4 0.4580866666465779
@ 3FB262032A3FF880 0.0718080499791274
@ 3FEF4A60511512C9 0.9778291305197736
@ 3FE73975E42F01DF 0.7257642227851270
@ 3FEE7C328E1914B2 0.9526608252860085
@ 3FE30266A4CA4AC9 0.5940430849608102
@ 3FD8DA4FB7FED90E 0.3883246704894113
@ 3FD00D8AC89BB716 0.2508265456261695
@ 3FE627118996AD4D 0.6922691046978940
@ 3FEB18F965773812 0.8467986089469852
@ 3FD381636B8B5A3C 0.3047722387540579
@ 3FC408D6A2E99B48 0.1565197272750203
@ 3FE0009AEEE5EE36 0.5000738779048735
@ 3FED6678189924F2 0.9187584381517395
@ 3FDAAA912220C722 0.4166605790406824
@ 3FDB3E0775F8C8AC 0.4256609584873654
@ 3FE8AD659D877CC6 0.7711666180365675
@ 3FE0C2BDBA31F683 0.5237721096634264
@ 3FE1BB7C7D0A8494 0.5541365091522885
@ 3FD5E36492DEFEA2 0.3420039591110059
